-- ================================================================
--  INSTAGRAM AFFILIATE MARKETING — SAMPLE DATA
--  500 rows per table  ·  5 tables  ·  2,500 total rows
--  Compatible with MySQL 8+ / PostgreSQL 14+
--  Generated for GitHub portfolio project
-- ================================================================

SET FOREIGN_KEY_CHECKS = 0;  -- MySQL: disable FK checks during load

-- ================================================================
-- SCHEMA (create tables if not exist)
-- ================================================================

CREATE TABLE IF NOT EXISTS affiliate_products (
    product_id      INT PRIMARY KEY,
    product_name    VARCHAR(150),
    brand           VARCHAR(80),
    category        VARCHAR(60),
    price           DECIMAL(10,2),
    commission_rate DECIMAL(5,2)
);

CREATE TABLE IF NOT EXISTS posts (
    post_id             INT PRIMARY KEY,
    post_date           DATETIME,
    caption             TEXT,
    media_type          VARCHAR(20),
    affiliate_product_id INT,
    hashtags            TEXT
);

CREATE TABLE IF NOT EXISTS post_insights (
    insight_id   INT PRIMARY KEY,
    post_id      INT,
    views        BIGINT,
    comments     INT,
    likes        INT,
    saves        INT,
    reach        INT,
    recorded_at  DATE
);

CREATE TABLE IF NOT EXISTS link_clicks (
    click_id     INT PRIMARY KEY,
    post_id      INT,
    click_source VARCHAR(30),
    device_type  VARCHAR(20),
    clicked_at   DATETIME,
    session_id   VARCHAR(60)
);

CREATE TABLE IF NOT EXISTS conversions (
    conversion_id INT PRIMARY KEY,
    click_id      INT,
    post_id       INT,
    sale_amount   DECIMAL(10,2),
    commission    DECIMAL(10,2),
    converted_at  DATETIME,
    status        VARCHAR(20)
);

-- ================================================================
-- DATA INSERTS
-- ================================================================

-- ============================================================
-- TABLE: affiliate_products  (500 rows)
-- ============================================================
INSERT INTO affiliate_products
  (product_id, product_name, brand, category, price, commission_rate)
VALUES
  (1, 'Noise ColorFit Vitamin C Serum', 'Noise ColorFit', 'Skincare', 1446.64, 7.91),
  (164, 'Garnier Tote Bag', 'Garnier', 'Accessories', 258.94, 9.34),
  (165, 'Minimalist Webcam', 'Minimalist', 'Electronics', 3467.19, 23.33),
  (166, 'W Brand Watch', 'W Brand', 'Accessories', 661.4, 7.95),
  (167, 'Himalaya Hair Oil', 'Himalaya', 'Haircare', 448.91, 6.65),
  (168, 'Noise ColorFit USB Hub', 'Noise ColorFit', 'Electronics', 4137.78, 23.27),
  (169, 'FabIndia Wall Art', 'FabIndia', 'Home Decor', 3473.52, 18.39),
  (170, 'Jockey Ring Light', 'Jockey', 'Electronics', 2518.6, 4.77),
  (171, 'Noise ColorFit Highlighter', 'Noise ColorFit', 'Beauty', 1678.38, 8.51),
  (172, 'Redmi Face Wash', 'Redmi', 'Skincare', 4195.2, 15.65),
  (173, 'BoAt Kajal', 'BoAt', 'Beauty', 296.14, 19.64),
  (174, 'Samsung Vase', 'Samsung', 'Home Decor', 2265.92, 9.12),
  (175, 'OnePlus Hair Clips', 'OnePlus', 'Accessories', 4088.8, 24.32),
  (176, 'Biba Fairy Lights', 'Biba', 'Home Decor', 1732.21, 17.74),
  (177, 'Biba Dry Shampoo', 'Biba', 'Haircare', 3498.0, 9.34),
  (178, 'WOW Skin Iron Supplement', 'WOW Skin', 'Wellness', 2327.65, 9.92),
  (179, 'Fastrack Yoga Mat', 'Fastrack', 'Fitness', 2079.46, 14.32),
  (180, 'FabIndia Concealer', 'FabIndia', 'Beauty', 2123.91, 7.13),
  (181, 'Fire-Boltt Shaker Bottle', 'Fire-Boltt', 'Fitness', 2541.62, 12.72),
  (182, 'Neutrogena Eyeliner', 'Neutrogena', 'Beauty', 2790.18, 23.41),
  (183, 'Sugar Coaster Set', 'Sugar', 'Home Decor', 240.46, 16.86),
  (184, 'Ponds Saree', 'Ponds', 'Fashion', 2798.11, 15.15),
  (185, 'Sugar Face Wash', 'Sugar', 'Skincare', 2360.09, 5.58),
  (186, 'Apple Scalp Tonic', 'Apple', 'Haircare', 1529.12, 18.52),
  (187, 'Myntra Turmeric Capsules', 'Myntra', 'Wellness', 1293.28, 15.13),
  (188, 'boAt Rockerz Biotin Gummies', 'boAt Rockerz', 'Wellness', 2589.38, 22.35),
  (189, 'Fastrack Toner', 'Fastrack', 'Skincare', 3970.03, 12.13),
  (190, 'Mamaearth Herbal Coffee', 'Mamaearth', 'Food & Nutrition', 1484.91, 9.57),
  (191, 'MI Bracelet', 'MI', 'Accessories', 2498.24, 6.27),
  (192, 'Bombay Shaving Trail Mix', 'Bombay Shaving', 'Food & Nutrition', 1727.96, 19.78),
  (193, 'Beardo Turmeric Capsules', 'Beardo', 'Wellness', 4360.05, 24.58),
  (194, 'Park Avenue Jumpsuit', 'Park Avenue', 'Fashion', 1243.46, 20.06),
  (195, 'Noise ColorFit Blush', 'Noise ColorFit', 'Beauty', 2416.58, 23.1),
  (196, 'MI Melatonin', 'MI', 'Wellness', 3981.73, 17.34),
  (197, 'WOW Skin Scalp Tonic', 'WOW Skin', 'Haircare', 717.61, 24.24),
  (198, 'Aurelia Yoga Mat', 'Aurelia', 'Fitness', 587.59, 23.03),
  (199, 'Biba Mascara', 'Biba', 'Beauty', 4366.57, 24.34),
  (200, 'Cetaphil Sheet Mask', 'Cetaphil', 'Skincare', 1757.95, 18.24),
  (201, 'Redmi Eye Cream', 'Redmi', 'Skincare', 4309.78, 11.36),
  (202, 'Jockey Foam Roller', 'Jockey', 'Fitness', 274.91, 4.51),
  (203, 'Noise ColorFit Power Bank', 'Noise ColorFit', 'Electronics', 541.86, 24.52),
  (204, 'Mcaffeine Sheet Mask', 'Mcaffeine', 'Skincare', 3499.61, 22.88),
  (205, 'Plum Blush', 'Plum', 'Beauty', 1536.5, 11.25),
  (206, 'Zivame Hair Mask', 'Zivame', 'Haircare', 2118.05, 18.0),
  (207, 'Dot & Key Conditioner', 'Dot & Key', 'Haircare', 485.94, 22.16),
  (208, 'Ajio Watch', 'Ajio', 'Accessories', 4571.86, 6.15),
  (209, 'FabIndia Photo Frame', 'FabIndia', 'Home Decor', 1350.1, 3.21),
  (210, 'Redmi Photo Frame', 'Redmi', 'Home Decor', 2777.33, 4.62),
  (211, 'Ponds Shaker Bottle', 'Ponds', 'Fitness', 3229.8, 12.33),
  (212, 'Ponds Webcam', 'Ponds', 'Electronics', 1075.16, 11.46),
  (213, 'Nivea Wall Art', 'Nivea', 'Home Decor', 1967.69, 10.9),
  (214, 'Nykaa Phone Case', 'Nykaa', 'Electronics', 4890.93, 17.48),
  (215, 'BoAt TWS Earbuds', 'BoAt', 'Electronics', 4337.83, 20.12),
  (216, 'Noise ColorFit Setting Spray', 'Noise ColorFit', 'Beauty', 2532.96, 22.89),
  (217, 'boAt Rockerz Power Bank', 'boAt Rockerz', 'Electronics', 4028.47, 7.82),
  (218, 'Cetaphil Jumpsuit', 'Cetaphil', 'Fashion', 3420.05, 18.86),
  (219, 'OnePlus Shampoo', 'OnePlus', 'Haircare', 3266.07, 9.8),
  (220, 'Noise Scented Candle', 'Noise', 'Home Decor', 1886.82, 5.89),
  (221, 'Noise ColorFit Charging Cable', 'Noise ColorFit', 'Electronics', 2134.97, 7.42),
  (222, 'Zivame Dark Chocolate', 'Zivame', 'Food & Nutrition', 2557.79, 9.0),
  (223, 'Myntra Hair Oil', 'Myntra', 'Haircare', 4839.18, 9.49),
  (224, 'FabIndia Yoga Mat', 'FabIndia', 'Fitness', 4817.18, 6.1),
  (225, 'Amazon Basics Denim Jacket', 'Amazon Basics', 'Fashion', 1891.3, 20.4),
  (226, 'Jockey Kajal', 'Jockey', 'Beauty', 704.58, 11.11),
  (227, 'Park Avenue USB Hub', 'Park Avenue', 'Electronics', 4128.84, 23.69),
  (228, 'Myntra Face Wash', 'Myntra', 'Skincare', 221.62, 22.45),
  (229, 'Realme Dark Chocolate', 'Realme', 'Food & Nutrition', 1183.7, 4.39),
  (230, 'Samsung Photo Frame', 'Samsung', 'Home Decor', 2099.65, 6.08),
  (231, 'Ajio Kajal', 'Ajio', 'Beauty', 667.99, 8.17),
  (232, 'Park Avenue Nut Butter', 'Park Avenue', 'Food & Nutrition', 2321.85, 17.75),
  (233, 'Noise Muesli', 'Noise', 'Food & Nutrition', 3736.12, 6.4),
  (234, 'Ajio Collagen Supplement', 'Ajio', 'Wellness', 3115.7, 23.66),
  (235, 'Nothing TWS Earbuds', 'Nothing', 'Electronics', 1914.6, 12.75),
  (236, 'Lakme Crop Top', 'Lakme', 'Fashion', 4905.55, 11.08),
  (237, 'Libas Protein Powder', 'Libas', 'Fitness', 1450.82, 24.3),
  (238, 'MI Wall Art', 'MI', 'Home Decor', 1138.32, 17.07),
  (239, 'Man Matters Lipstick', 'Man Matters', 'Beauty', 1292.49, 5.77),
  (240, 'Minimalist Watch', 'Minimalist', 'Accessories', 4165.11, 15.19),
  (241, 'Re'equil Watch', 'Re'equil', 'Accessories', 1708.94, 6.25),
  (242, 'Neutrogena Handbag', 'Neutrogena', 'Accessories', 4305.19, 6.18),
  (243, 'Cetaphil Hair Spray', 'Cetaphil', 'Haircare', 4011.72, 5.42),
  (244, 'Mamaearth Mascara', 'Mamaearth', 'Beauty', 1854.39, 20.35),
  (245, 'Nykaa Scarf', 'Nykaa', 'Accessories', 952.81, 4.15),
  (246, 'Sugar Iron Supplement', 'Sugar', 'Wellness', 3752.76, 13.48),
  (247, 'Noise Fitness Tracker', 'Noise', 'Fitness', 633.36, 14.08),
  (248, 'Fitbit Handbag', 'Fitbit', 'Accessories', 3936.81, 22.07),
  (249, 'FabIndia Herbal Coffee', 'FabIndia', 'Food & Nutrition', 3251.37, 3.69),
  (250, 'W Brand Table Lamp', 'W Brand', 'Home Decor', 3460.88, 13.79),
  (251, 'L'Oreal Wall Art', 'L'Oreal', 'Home Decor', 1677.35, 6.26),
  (252, 'Realme Hair Oil', 'Realme', 'Haircare', 3201.08, 15.06),
  (253, 'boAt Rockerz Dumbbell Set', 'boAt Rockerz', 'Fitness', 2698.73, 12.98),
  (254, 'Lakme Hair Clips', 'Lakme', 'Accessories', 3985.17, 5.52),
  (255, 'W Brand Green Tea', 'W Brand', 'Food & Nutrition', 2311.62, 8.03),
  (256, 'Libas Foam Roller', 'Libas', 'Fitness', 2137.35, 5.09),
  (257, 'MI Probiotic', 'MI', 'Wellness', 1347.96, 23.98),
  (258, 'L'Oreal Wall Art', 'L'Oreal', 'Home Decor', 4174.68, 5.05),
  (259, 'Biotique Eye Cream', 'Biotique', 'Skincare', 2825.22, 15.9),
  (260, 'Man Matters Energy Drink', 'Man Matters', 'Food & Nutrition', 3382.06, 12.04),
  (261, 'Garnier Multivitamins', 'Garnier', 'Wellness', 3041.01, 10.74),
  (262, 'Pilgrim Wallet', 'Pilgrim', 'Accessories', 857.18, 13.61),
  (263, 'Amazon Basics Eye Cream', 'Amazon Basics', 'Skincare', 1900.05, 19.78),
  (264, 'W Brand Watch', 'W Brand', 'Accessories', 4240.26, 24.44),
  (265, 'Redmi Bracelet', 'Redmi', 'Accessories', 3248.23, 3.58),
  (266, 'Dot & Key TWS Earbuds', 'Dot & Key', 'Electronics', 1438.02, 19.77),
  (267, 'Mamaearth Jump Rope', 'Mamaearth', 'Fitness', 987.89, 6.15),
  (268, 'Himalaya Collagen Supplement', 'Himalaya', 'Wellness', 3729.75, 24.38),
  (269, 'Pilgrim Exfoliator', 'Pilgrim', 'Skincare', 1942.35, 12.98),
  (270, 'Ponds Dry Shampoo', 'Ponds', 'Haircare', 3634.82, 20.09),
  (271, 'L'Oreal Bracelet', 'L'Oreal', 'Accessories', 4427.38, 6.42),
